enabled	table	id	jp_text	source_png	replacement_png	ko_text	font_size
0	mon	35		tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-35.png			
0	mon	36	迷子の子供	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-36.png			
0	mon	37	かじ屋見習い	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-37.png			
0	mon	38	囚人	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-38.png			
0	mon	39		tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-39.png			
0	mon	40		tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-40.png			
0	mon	41		tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-41.png			
0	mon	42		tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-42.png			
0	mon	43	インプ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-43.png			
0	mon	44	グレムリン	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-44.png			
0	mon	45	囚人	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-45.png			
0	mon	46	デーモン	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-46.png			
0	mon	47	ハーピー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-47.png			
0	mon	48	レッドクラブ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-48.png			
0	mon	49	ギルドマスター	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-49.png			
0	mon	50	コカトリス	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-50.png			
0	mon	51	ソーサラー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-51.png			
0	mon	52	アルケミスト	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-52.png			
0	mon	53	スプライト	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-53.png			
0	mon	54		tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-54.png			
0	mon	55	チンピラ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-55.png			
0	mon	56	ウィザード	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-56.png			
0	mon	57	ペイルクラブ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-57.png			
0	mon	58	ウォーロック	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-58.png			
0	mon	59		tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-59.png			
0	mon	60	デブ猫	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-60.png			
0	mon	61	サッキュバス	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-61.png			
0	mon	62	ストレンジャー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-62.png			
0	mon	63		tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-63.png			
0	mon	64	ドッペルゲンガー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-64.png			
0	mon	65	アークデーモン	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-65.png			
0	mon	66	エンジェル	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-66.png			
0	mon	67	アークエンジェル	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-67.png			
0	mon	68	堕天使	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-68.png			
0	mon	69	デモンロード	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-69.png			
0	mon	70	パイレーツ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-70.png			
0	mon	71	バイキング	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-71.png			
0	mon	72	セラフ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-72.png			
0	mon	73	セラフ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-73.png			
0	mon	74		tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-74.png			
0	mon	75		tmp\\SLPS-01903\\name-table-workflow\\masks\\name-mon-75.png			
0	status	0	正常	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-status-00.png			
0	status	1	気絶	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-status-01.png			
0	status	2	毒化	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-status-02.png			
0	status	3	眠り	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-status-03.png			
0	status	4	石化	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-status-04.png			
0	status	5	凍結	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-status-05.png			
0	status	6	沈黙	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-status-06.png			
0	status	7	魅了	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-status-07.png			
0	status	8	マヒ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-status-08.png			
0	status	9	透明	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-status-09.png			
0	status	10	俊敏	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-status-10.png			
0	status	11	浮遊	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-status-11.png			
0	item	0	薬草	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-00.png			
0	item	1	毒消し	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-01.png			
0	item	2	妖精の涙	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-02.png			
0	item	3	カボチャの種	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-03.png			
0	item	4	回復薬	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-04.png			
0	item	5	癒しの花	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-05.png			
0	item	6	気付け薬	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-06.png			
0	item	7	ウオッカ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-07.png			
0	item	8	ブランデー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-08.png			
0	item	9	ロングソード	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-09.png			
0	item	10	ブロードソード	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-10.png			
0	item	11	バスタードソード	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-11.png			
0	item	12	クレイモアー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-12.png			
0	item	13	フランベルジュ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-13.png			
0	item	14	グレートソード	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-14.png			
0	item	15	アイスブレード	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-15.png			
0	item	16	フレイムソード	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-16.png			
0	item	17	サンダーブレード	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-17.png			
0	item	18	ゴッドスレイヤー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-18.png			
0	item	19	パワーリスト	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-19.png			
0	item	20	ブラスナックル	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-20.png			
0	item	21	バグナグ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-21.png			
0	item	22	アイアンフィスト	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-22.png			
0	item	23	シルバーファング	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-23.png			
0	item	24	ドラゴンクロー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-24.png			
0	item	25	明鏡止水の拳	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-25.png			
0	item	26	アースバインダー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-26.png			
0	item	27	スタングラブ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-27.png			
0	item	28	魔人の手袋	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-28.png			
0	item	29	魔法使いの杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-29.png			
0	item	30	魔術師の杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-30.png			
0	item	31	炎術士の杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-31.png			
0	item	32	アルケミストの杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-32.png			
0	item	33	縛炎の杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-33.png			
0	item	34	賢者の杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-34.png			
0	item	35	深紅の杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-35.png			
0	item	36	エルシェーラの杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-36.png			
0	item	37	チェーンウィップ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-37.png			
0	item	38	金槌	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-38.png			
0	item	39	バイク	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-39.png			
0	item	40	ジャベリン	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-40.png			
0	item	41	トライデント	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-41.png			
0	item	42	バトルフォーク	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-42.png			
0	item	43	ヴージ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-43.png			
0	item	44	バトルランス	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-44.png			
0	item	45	ハルバード	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-45.png			
0	item	46	トリトーン	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-46.png			
0	item	47	ヴァルキリア	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-47.png			
0	item	48	グングニル	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-48.png			
0	item	49	手袋	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-49.png			
0	item	50	ミトン	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-50.png			
0	item	51	手首丈グラブ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-51.png			
0	item	52	イブニンググラブ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-52.png			
0	item	53	ゴーントレット	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-53.png			
0	item	54	ロイヤルグラブ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-54.png			
0	item	55	ミスリルショーティ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-55.png			
0	item	56	フェザーコート	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-56.png			
0	item	57	堕天使の指輪	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-57.png			
0	item	58	ブロンズメイル	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-58.png			
0	item	59	おもちゃの杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-59.png			
0	item	60	ステッキ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-60.png			
0	item	61	夢見る杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-61.png			
0	item	62	妖精さんの杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-62.png			
0	item	63	無口な杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-63.png			
0	item	64	真っ黒な杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-64.png			
0	item	65	変な色の杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-65.png			
0	item	66	お友達の杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-66.png			
0	item	67	鳥になる杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-67.png			
0	item	68	すごい杖	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-68.png			
0	item	69	ダガー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-69.png			
0	item	70	シルバーダガー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-70.png			
0	item	71	グラディウス	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-71.png			
0	item	72	ポイズンダガー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-72.png			
0	item	73	ドリームナイフ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-73.png			
0	item	74	フライングダガー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-74.png			
0	item	75	ツインダガー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-75.png			
0	item	76	小鉄	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-76.png			
0	item	77	ソウルバスター	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-77.png			
0	item	78	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-78.png			
0	item	79	クロスアーマー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-79.png			
0	item	80	ソフトレザー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-80.png			
0	item	81	ハードレザー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-81.png			
0	item	82	リングメイル	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-82.png			
0	item	83	スケールアーマー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-83.png			
0	item	84	ブレストアーマー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-84.png			
0	item	85	スプリントメイル	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-85.png			
0	item	86	チェインメイル	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-86.png			
0	item	87	バンデッドメイル	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-87.png			
0	item	88	プレートメイル	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-88.png			
0	item	89	コールドチェイン	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-89.png			
0	item	90	ミスリルチェイン	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-90.png			
0	item	91	ドラゴンスケール	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-91.png			
0	item	92	ホーリープレート	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-92.png			
0	item	93	ゴッズメイル	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-93.png			
0	item	94	レオタード	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-94.png			
0	item	95	ハントジャケット	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-95.png			
0	item	96	シェイド	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-96.png			
0	item	97	シルクローブ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-97.png			
0	item	98	ファインローブ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-98.png			
0	item	99	アーミングコート	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-99.png			
0	item	100	武道着	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-100.png			
0	item	101	龍の道着	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-101.png			
0	item	102	ジンの衣	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-102.png			
0	item	103	バトルスーツ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-103.png			
0	item	104	ワンピース	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-104.png			
0	item	105	ドレス	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-105.png			
0	item	106	パーティドレス	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-106.png			
0	item	107	チャイナドレス	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-107.png			
0	item	108	天使の羽衣	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-108.png			
0	item	109	子供服	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-109.png			
0	item	110	チョッキ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-110.png			
0	item	111	魔法使いの服	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-111.png			
0	item	112	魔術師の服	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-112.png			
0	item	113	達人の服	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-113.png			
0	item	114	炎のローブ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-114.png			
0	item	115	大魔導師の服	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-115.png			
0	item	116	賢者のローブ	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-116.png			
0	item	117	レジストリング	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-117.png			
0	item	118	プロテクトリング	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-118.png			
0	item	119	灼熱の指輪	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-119.png			
0	item	120	氷雪の指輪	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-120.png			
0	item	121	疾風の指輪	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-121.png			
0	item	122	大地の指輪	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-122.png			
0	item	123	降魔の指輪	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-123.png			
0	item	124	慈愛の指輪	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-124.png			
0	item	125	ジンの腕輪	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-125.png			
0	item	126	破魔の腕輪	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-126.png			
0	item	127	煉獄の腕輪	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-127.png			
0	item	128	時空の腕輪	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-128.png			
0	item	129	敵剣A	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-129.png			
0	item	130	敵剣B	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-130.png			
0	item	131	敵剣C	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-131.png			
0	item	132	敵剣D	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-132.png			
0	item	133	敵剣E	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-133.png			
0	item	134	敵槍A	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-134.png			
0	item	135	敵槍B	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-135.png			
0	item	136	敵槍C	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-136.png			
0	item	137	敵槍D	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-137.png			
0	item	138	敵槍E	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-138.png			
0	item	139	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-139.png			
0	item	140	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-140.png			
0	item	141	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-141.png			
0	item	142	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-142.png			
0	item	143	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-143.png			
0	item	144	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-144.png			
0	item	145	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-145.png			
0	item	146	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-146.png			
0	item	147	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-147.png			
0	item	148	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-148.png			
0	item	149	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-149.png			
0	item	150	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-150.png			
0	item	151	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-151.png			
0	item	152	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-152.png			
0	item	153	予備	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-153.png			
0	item	154	マッシュルーム	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-154.png			
0	item	155	魔導書	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-155.png			
0	item	156	力の実	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-156.png			
0	item	157	守護石	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-157.png			
0	item	158	百科事典	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-158.png			
0	item	159	タリスマン	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-159.png			
0	item	160	魔力回復剤	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-160.png			
0	item	161	ソーマの花	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-161.png			
0	item	162	エリクサー	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-162.png			
0	item	163	何か(体験版用)	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-163.png			
0	item	164	焦熱の首飾り	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-164.png			
0	item	165	水晶の首飾り	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-165.png			
0	item	166	稲妻の首飾り	tmp\\SLPS-01903\\name-table-workflow\\masks\\name-item-166.png			
