enabled	resource_id	mask_pbm	source_note	ko_text	width	height	bytes_per_row	rows	data_offset	font_size	line_height	pad	threshold	bold
1	1033	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1033.pbm	1bpp UI mask resource 1033, 288x64, 36 bytes/row, DAT 0x26b0000		288	64	36	64	0	18	18	1	64	0
1	1034	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1034.pbm	1bpp UI mask resource 1034, 288x64, 36 bytes/row, DAT 0x26b1000		288	64	36	64	0	18	18	1	64	0
1	1035	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1035.pbm	1bpp UI mask resource 1035, 288x64, 36 bytes/row, DAT 0x26b2000		288	64	36	64	0	18	18	1	64	0
1	1036	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1036.pbm	1bpp UI mask resource 1036, 288x64, 36 bytes/row, DAT 0x26b3000		288	64	36	64	0	18	18	1	64	0
1	1037	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1037.pbm	1bpp UI mask resource 1037, 288x64, 36 bytes/row, DAT 0x26b4000		288	64	36	64	0	18	18	1	64	0
1	1038	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1038.pbm	1bpp UI mask resource 1038, 288x64, 36 bytes/row, DAT 0x26b5000		288	64	36	64	0	18	18	1	64	0
1	1039	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1039.pbm	1bpp UI mask resource 1039, 288x64, 36 bytes/row, DAT 0x26b6000		288	64	36	64	0	18	18	1	64	0
1	1040	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1040.pbm	1bpp UI mask resource 1040, 288x64, 36 bytes/row, DAT 0x26b7000		288	64	36	64	0	18	18	1	64	0
1	1041	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1041.pbm	1bpp UI mask resource 1041, 288x64, 36 bytes/row, DAT 0x26b8000		288	64	36	64	0	18	18	1	64	0
1	1042	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1042.pbm	1bpp UI mask resource 1042, 288x64, 36 bytes/row, DAT 0x26b9000		288	64	36	64	0	18	18	1	64	0
1	1043	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1043.pbm	1bpp UI mask resource 1043, 288x64, 36 bytes/row, DAT 0x26ba000		288	64	36	64	0	18	18	1	64	0
1	1044	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1044.pbm	1bpp UI mask resource 1044, 288x64, 36 bytes/row, DAT 0x26bb000		288	64	36	64	0	18	18	1	64	0
1	1045	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1045.pbm	1bpp UI mask resource 1045, 288x64, 36 bytes/row, DAT 0x26bc000		288	64	36	64	0	18	18	1	64	0
1	1046	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1046.pbm	1bpp UI mask resource 1046, 288x64, 36 bytes/row, DAT 0x26bd000		288	64	36	64	0	18	18	1	64	0
1	1047	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1047.pbm	1bpp UI mask resource 1047, 288x64, 36 bytes/row, DAT 0x26be000		288	64	36	64	0	18	18	1	64	0
1	1048	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1048.pbm	1bpp UI mask resource 1048, 288x64, 36 bytes/row, DAT 0x26bf000		288	64	36	64	0	18	18	1	64	0
1	1049	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1049.pbm	1bpp UI mask resource 1049, 288x64, 36 bytes/row, DAT 0x26c0000		288	64	36	64	0	18	18	1	64	0
1	1050	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1050.pbm	1bpp UI mask resource 1050, 288x64, 36 bytes/row, DAT 0x26c1000		288	64	36	64	0	18	18	1	64	0
1	1051	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1051.pbm	1bpp UI mask resource 1051, 288x64, 36 bytes/row, DAT 0x26c2000		288	64	36	64	0	18	18	1	64	0
1	1052	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1052.pbm	1bpp UI mask resource 1052, 288x64, 36 bytes/row, DAT 0x26c3000		288	64	36	64	0	18	18	1	64	0
1	1053	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1053.pbm	1bpp UI mask resource 1053, 288x64, 36 bytes/row, DAT 0x26c4000		288	64	36	64	0	18	18	1	64	0
1	1054	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1054.pbm	1bpp UI mask resource 1054, 288x64, 36 bytes/row, DAT 0x26c5000		288	64	36	64	0	18	18	1	64	0
1	1055	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1055.pbm	1bpp UI mask resource 1055, 288x64, 36 bytes/row, DAT 0x26c6000		288	64	36	64	0	18	18	1	64	0
1	1056	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1056.pbm	1bpp UI mask resource 1056, 288x64, 36 bytes/row, DAT 0x26c7000		288	64	36	64	0	18	18	1	64	0
1	1057	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1057.pbm	1bpp UI mask resource 1057, 288x64, 36 bytes/row, DAT 0x26c8000		288	64	36	64	0	18	18	1	64	0
1	1058	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1058.pbm	1bpp UI mask resource 1058, 288x64, 36 bytes/row, DAT 0x26c9000		288	64	36	64	0	18	18	1	64	0
1	1059	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1059.pbm	1bpp UI mask resource 1059, 288x64, 36 bytes/row, DAT 0x26ca000		288	64	36	64	0	18	18	1	64	0
1	1060	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1060.pbm	1bpp UI mask resource 1060, 288x64, 36 bytes/row, DAT 0x26cb000		288	64	36	64	0	18	18	1	64	0
1	1061	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1061.pbm	1bpp UI mask resource 1061, 288x64, 36 bytes/row, DAT 0x26cc000		288	64	36	64	0	18	18	1	64	0
1	1062	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1062.pbm	1bpp UI mask resource 1062, 288x64, 36 bytes/row, DAT 0x26cd000		288	64	36	64	0	18	18	1	64	0
1	1063	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1063.pbm	1bpp UI mask resource 1063, 288x64, 36 bytes/row, DAT 0x26ce000		288	64	36	64	0	18	18	1	64	0
1	1064	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1064.pbm	1bpp UI mask resource 1064, 288x64, 36 bytes/row, DAT 0x26cf000		288	64	36	64	0	18	18	1	64	0
1	1065	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1065.pbm	1bpp UI mask resource 1065, 288x64, 36 bytes/row, DAT 0x26d0000		288	64	36	64	0	18	18	1	64	0
1	1066	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1066.pbm	1bpp UI mask resource 1066, 288x64, 36 bytes/row, DAT 0x26d1000		288	64	36	64	0	18	18	1	64	0
1	1067	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1067.pbm	1bpp UI mask resource 1067, 288x64, 36 bytes/row, DAT 0x26d2000		288	64	36	64	0	18	18	1	64	0
1	1068	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1068.pbm	1bpp UI mask resource 1068, 288x64, 36 bytes/row, DAT 0x26d3000		288	64	36	64	0	18	18	1	64	0
1	1069	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1069.pbm	1bpp UI mask resource 1069, 288x64, 36 bytes/row, DAT 0x26d4000		288	64	36	64	0	18	18	1	64	0
1	1070	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1070.pbm	1bpp UI mask resource 1070, 288x64, 36 bytes/row, DAT 0x26d5000		288	64	36	64	0	18	18	1	64	0
1	1071	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1071.pbm	1bpp UI mask resource 1071, 288x64, 36 bytes/row, DAT 0x26d6000		288	64	36	64	0	18	18	1	64	0
1	1072	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1072.pbm	1bpp UI mask resource 1072, 288x64, 36 bytes/row, DAT 0x26d7000		288	64	36	64	0	18	18	1	64	0
1	1073	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1073.pbm	1bpp UI mask resource 1073, 288x64, 36 bytes/row, DAT 0x26d8000		288	64	36	64	0	18	18	1	64	0
1	1074	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1074.pbm	1bpp UI mask resource 1074, 288x64, 36 bytes/row, DAT 0x26d9000		288	64	36	64	0	18	18	1	64	0
1	1075	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1075.pbm	1bpp UI mask resource 1075, 288x64, 36 bytes/row, DAT 0x26da000		288	64	36	64	0	18	18	1	64	0
1	1076	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1076.pbm	1bpp UI mask resource 1076, 288x64, 36 bytes/row, DAT 0x26db000		288	64	36	64	0	18	18	1	64	0
1	1077	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1077.pbm	1bpp UI mask resource 1077, 288x64, 36 bytes/row, DAT 0x26dc000		288	64	36	64	0	18	18	1	64	0
1	1078	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1078.pbm	1bpp UI mask resource 1078, 288x64, 36 bytes/row, DAT 0x26dd000		288	64	36	64	0	18	18	1	64	0
1	1079	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1079.pbm	1bpp UI mask resource 1079, 288x64, 36 bytes/row, DAT 0x26de000		288	64	36	64	0	18	18	1	64	0
1	1080	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\menu_1009_1080-masks\\ui-mask-1080.pbm	1bpp UI mask resource 1080, 288x64, 36 bytes/row, DAT 0x26df000		288	64	36	64	0	18	18	1	64	0
