enabled	resource_id	mask_pbm	source_note	ko_text	width	height	bytes_per_row	rows	data_offset	font_size	line_height	pad	threshold	bold
1	1099	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1099.pbm	1bpp UI mask resource 1099, 288x64, 36 bytes/row, DAT 0x26f2000	바위로 만든 골렘\n마법 방어력이 높다	288	64	36	64	0	14	15	2	64	0
1	1100	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1100.pbm	1bpp UI mask resource 1100, 288x64, 36 bytes/row, DAT 0x26f3000	돌로 만든 골렘\n마법 방어력이 높다	288	64	36	64	0	14	15	2	64	0
1	1101	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1101.pbm	1bpp UI mask resource 1101, 288x64, 36 bytes/row, DAT 0x26f4000	평범한 유령\n실체가 없기 때문에\n물리 공격이 안 통한다\n마법으로 쓰러뜨리자	288	64	36	64	0	14	15	2	64	0
1	1102	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1102.pbm	1bpp UI mask resource 1102, 288x64, 36 bytes/row, DAT 0x26f5000	강력한 유령\n마법으로 쓰러뜨리자\n상대의 체력을 흡수한다	288	64	36	64	0	14	15	2	64	0
1	1103	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1103.pbm	1bpp UI mask resource 1103, 288x64, 36 bytes/row, DAT 0x26f6000	날개 달린 작은 요정\n공격력은 약하지만\n회복마법을 사용한다	288	64	36	64	0	14	15	2	64	0
1	1104	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1104.pbm	1bpp UI mask resource 1104, 288x64, 36 bytes/row, DAT 0x26f7000	장난꾸러기 요정\n수면물방울로 여행자를\n꿈의 세계로 유혹한다	288	64	36	64	0	14	15	2	64	0
1	1105	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1105.pbm	1bpp UI mask resource 1105, 288x64, 36 bytes/row, DAT 0x26f8000	죽은자를 조종하는\n극악무도한 마도사\n얼굴을 쳐다보면 누구든\n공포에 질리게 된다	288	64	36	64	0	14	15	2	64	0
1	1106	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1106.pbm	1bpp UI mask resource 1106, 288x64, 36 bytes/row, DAT 0x26f9000	해골병사\n방어력은 낮지만\n공격력이 높아\n주의해야 한다	288	64	36	64	0	14	15	2	64	0
1	1107	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1107.pbm	1bpp UI mask resource 1107, 288x64, 36 bytes/row, DAT 0x26fa000	시체를 먹는 마물\n공격 당하면 피해자는\n마비에 걸린다	288	64	36	64	0	14	15	2	64	0
1	1108	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1108.pbm	1bpp UI mask resource 1108, 288x64, 36 bytes/row, DAT 0x26fb000	#	288	64	36	64	0	14	15	2	64	0
1	1109	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1109.pbm	1bpp UI mask resource 1109, 288x64, 36 bytes/row, DAT 0x26fc000	#	288	64	36	64	0	14	15	2	64	0
1	1110	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1110.pbm	1bpp UI mask resource 1110, 288x64, 36 bytes/row, DAT 0x26fd000	#미아(잃어버린 어린아이)	288	64	36	64	0	14	15	2	64	0
1	1111	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1111.pbm	1bpp UI mask resource 1111, 288x64, 36 bytes/row, DAT 0x26fe000	대장간 견습생 존	288	64	36	64	0	14	15	2	64	0
1	1112	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1112.pbm	1bpp UI mask resource 1112, 288x64, 36 bytes/row, DAT 0x26ff000	붙잡힌 루루	288	64	36	64	0	14	15	2	64	0
1	1113	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1113.pbm	1bpp UI mask resource 1113, 288x64, 36 bytes/row, DAT 0x2700000	#	288	64	36	64	0	14	15	2	64	0
1	1114	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1114.pbm	1bpp UI mask resource 1114, 288x64, 36 bytes/row, DAT 0x2701000	#	288	64	36	64	0	14	15	2	64	0
1	1115	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1115.pbm	1bpp UI mask resource 1115, 288x64, 36 bytes/row, DAT 0x2702000	#	288	64	36	64	0	14	15	2	64	0
1	1116	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1116.pbm	1bpp UI mask resource 1116, 288x64, 36 bytes/row, DAT 0x2703000	#	288	64	36	64	0	14	15	2	64	0
1	1117	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1117.pbm	1bpp UI mask resource 1117, 288x64, 36 bytes/row, DAT 0x2704000	날개달린 사악한 마물\n침착하게 상대하면\n어렵지 않다\n	288	64	36	64	0	14	15	2	64	0
1	1118	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1118.pbm	1bpp UI mask resource 1118, 288x64, 36 bytes/row, DAT 0x2705000	임프를 닮았지만\n수면마법을 사용하기에\n주의해야 한다	288	64	36	64	0	14	15	2	64	0
1	1119	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1119.pbm	1bpp UI mask resource 1119, 288x64, 36 bytes/row, DAT 0x2706000	붙잡힌 불쌍한 앨리스	288	64	36	64	0	14	15	2	64	0
1	1120	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1120.pbm	1bpp UI mask resource 1120, 288x64, 36 bytes/row, DAT 0x2707000	마계에서 소환된\n매우 강력한 마물\n체력을 빨아들인다	288	64	36	64	0	14	15	2	64	0
1	1121	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1121.pbm	1bpp UI mask resource 1121, 288x64, 36 bytes/row, DAT 0x2708000	머리와 몸통은 인간\n나머지는 독수리의\n신체를 가진 몬스터\n집단으로 사냥한다	288	64	36	64	0	14	15	2	64	0
1	1122	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1122.pbm	1bpp UI mask resource 1122, 288x64, 36 bytes/row, DAT 0x2709000	심해에 사는 평범한 게\n산란기에 해변 도착하면\n흉폭하게 변한다	288	64	36	64	0	14	15	2	64	0
1	1123	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1123.pbm	1bpp UI mask resource 1123, 288x64, 36 bytes/row, DAT 0x270a000	8년전까지 어트랙터를\n지배했던 길드의 수장\n야생몬스터를 조종한다	288	64	36	64	0	14	15	2	64	0
1	1124	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1124.pbm	1bpp UI mask resource 1124, 288x64, 36 bytes/row, DAT 0x270b000	닭 대가리에 도마뱀의\n몸통을 가진 몬스터\n석화가스를 사용한다	288	64	36	64	0	14	15	2	64	0
1	1125	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1125.pbm	1bpp UI mask resource 1125, 288x64, 36 bytes/row, DAT 0x270c000	흑마법을\n사용하는 마법사\n높은 공격력을 가진\n주문을 사용한다	288	64	36	64	0	14	15	2	64	0
1	1126	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1126.pbm	1bpp UI mask resource 1126, 288x64, 36 bytes/row, DAT 0x270d000	화학에 능통한 마법사\n사실 학자에 가깝다\n회복계 마법을 사용한다	288	64	36	64	0	14	15	2	64	0
1	1127	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1127.pbm	1bpp UI mask resource 1127, 288x64, 36 bytes/row, DAT 0x270e000	작은 산 요정\n음흉하게 생긴 얼굴처럼\n음흉한 마법을 사용한다	288	64	36	64	0	14	15	2	64	0
1	1128	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1128.pbm	1bpp UI mask resource 1128, 288x64, 36 bytes/row, DAT 0x270f000	#	288	64	36	64	0	14	15	2	64	0
1	1129	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1129.pbm	1bpp UI mask resource 1129, 288x64, 36 bytes/row, DAT 0x2710000	말단 심부름꾼\n불량배 무리 중\n서열이 제일 낮다	288	64	36	64	0	14	15	2	64	0
1	1130	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1130.pbm	1bpp UI mask resource 1130, 288x64, 36 bytes/row, DAT 0x2711000	불과 대지마법을\n사용하는 마법사\n물, 또는 바람마법으로\n상대하면 쉽다	288	64	36	64	0	14	15	2	64	0
1	1131	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1131.pbm	1bpp UI mask resource 1131, 288x64, 36 bytes/row, DAT 0x2712000	심해에 사는 게\n육지에 올라오는 일은\n매우 드물다\n독을 지니고 있다	288	64	36	64	0	14	15	2	64	0
1	1132	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1132.pbm	1bpp UI mask resource 1132, 288x64, 36 bytes/row, DAT 0x2713000	물과 바람마법을\n사용하는 마법사\n불, 또는 대지마법으로\n상대하면 쉽다	288	64	36	64	0	14	15	2	64	0
1	1133	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1133.pbm	1bpp UI mask resource 1133, 288x64, 36 bytes/row, DAT 0x2714000	#	288	64	36	64	0	14	15	2	64	0
1	1134	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1134.pbm	1bpp UI mask resource 1134, 288x64, 36 bytes/row, DAT 0x2715000	어트랙터의 부자\n엘리자베스씨의 고양이	288	64	36	64	0	14	15	2	64	0
1	1135	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1135.pbm	1bpp UI mask resource 1135, 288x64, 36 bytes/row, DAT 0x2716000	박쥐의 날개를 가진\n요염한 모습의 마물\n그 요염한 모습으로\n상대방을 유혹한다	288	64	36	64	0	14	15	2	64	0
1	1136	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1136.pbm	1bpp UI mask resource 1136, 288x64, 36 bytes/row, DAT 0x2717000	먼 곳에서 온 영원의 여행자\n이름 없는 무덤을 지키고 있다\n\n지키고 있다	288	64	36	64	0	14	15	2	64	0
1	1137	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1137.pbm	1bpp UI mask resource 1137, 288x64, 36 bytes/row, DAT 0x2718000	#	288	64	36	64	0	14	15	2	64	0
1	1138	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1138.pbm	1bpp UI mask resource 1138, 288x64, 36 bytes/row, DAT 0x2719000	슬라임처럼 생겼지만\n공격을 받으면\n상대의 모습과 능력을\n그대로 복제한다	288	64	36	64	0	14	15	2	64	0
1	1139	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1139.pbm	1bpp UI mask resource 1139, 288x64, 36 bytes/row, DAT 0x271a000	데몬을 총괄하는\n강력한 마물\n그 폭염 마법에 당하면\n재도 남지 않는다	288	64	36	64	0	14	15	2	64	0
1	1140	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1140.pbm	1bpp UI mask resource 1140, 288x64, 36 bytes/row, DAT 0x271b000	천상계에서\n신의 시중을 들고 있는\n하급천사\n마법을 사용한다	288	64	36	64	0	14	15	2	64	0
1	1141	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1141.pbm	1bpp UI mask resource 1141, 288x64, 36 bytes/row, DAT 0x271c000	천사보다 높은 계급의\n대천사\n공격력 또한 강하다	288	64	36	64	0	14	15	2	64	0
1	1142	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1142.pbm	1bpp UI mask resource 1142, 288x64, 36 bytes/row, DAT 0x271d000	원래는 천상계에서\n절대적인 위치였지만\n하계로 추방당했다	288	64	36	64	0	14	15	2	64	0
1	1143	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1143.pbm	1bpp UI mask resource 1143, 288x64, 36 bytes/row, DAT 0x271e000	중간계급의 천사였으나 마계로\n추방되어 이런 모습이 되었다\n모든 데몬들을 통솔한다	288	64	36	64	0	14	15	2	64	0
1	1144	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1144.pbm	1bpp UI mask resource 1144, 288x64, 36 bytes/row, DAT 0x271f000	평범한 해적\n바다에서 상선을 만나면\n습격한다	288	64	36	64	0	14	15	2	64	0
1	1145	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1145.pbm	1bpp UI mask resource 1145, 288x64, 36 bytes/row, DAT 0x2720000	북쪽 바다에서 맹위를\n떨치던 해적의 일족\n일족은 몰락했지만\n그 힘은 여전하다	288	64	36	64	0	14	15	2	64	0
1	1146	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1146.pbm	1bpp UI mask resource 1146, 288x64, 36 bytes/row, DAT 0x2721000	천상계의 천사들 중에서도\n최고 계급의 천사\n가끔 지상으로 내려오기도 한다	288	64	36	64	0	14	15	2	64	0
1	1147	F:\\workspace-server\\create-retro-game-kr-patch-main\\tmp\\SLPS-01903\\ui-mask-workflow\\unit_help_1081_1147-masks\\ui-mask-1147.pbm	1bpp UI mask resource 1147, 288x64, 36 bytes/row, DAT 0x2722000	강한 힘을 가진 천사가 융합하여\n새롭게 태어난 천사\n하지만 생각보다 강하지 않다	288	64	36	64	0	14	15	2	64	0
